Order,Site,Site Abbrev,Sampling Event,Bin,SAMPLE #,Sample ID,Date,Time,FL (mm),Field Run ID,Fin Clip (Y/N),Comments,USFWS Biosample ID,
1039,Feather-RM61,F6122,7,A,3,F6122_7_A_3,4/6/2022,11:45,38,Fall,Y,Mort,,
1040,Feather-RM61,F6122,7,A,4,F6122_7_A_4,4/6/2022,11:45,35,Fall,Y,Mort,,
1041,Feather-RM61,F6122,7,A,5,F6122_7_A_5,4/6/2022,11:45,41,Fall,Y,,,
1042,Feather-RM61,F6122,7,A,6,F6122_7_A_6,4/6/2022,11:45,34,Late Fall,Y,,,
1043,Feather-RM61,F6122,7,A,7,F6122_7_A_7,4/6/2022,13:40,45,Fall,Y,,,
1044,Feather-RM61,F6122,7,A,8,F6122_7_A_8,4/6/2022,13:40,34,Late Fall,Y,,,
1045,Feather-RM61,F6122,7,A,9,F6122_7_A_9,4/7/2022,10:15,42,Fall,Y,Mort,,
1046,Feather-RM61,F6122,7,A,10,F6122_7_A_10,4/7/2022,10:15,47,Fall,Y,,,
1047,Feather-RM61,F6122,7,A,11,F6122_7_A_11,4/7/2022,10:15,46,Fall,Y,,,
1048,Feather-RM61,F6122,7,A,12,F6122_7_A_12,4/7/2022,10:15,35,Fall,Y,,,
1049,Feather-RM61,F6122,7,A,13,F6122_7_A_13,4/7/2022,10:15,36,Fall,Y,,,
1050,Feather-RM61,F6122,7,A,14,F6122_7_A_14,4/7/2022,10:15,37,Fall,Y,Mort,,
1051,Feather-RM61,F6122,7,A,15,F6122_7_A_15,4/8/2022,10:15,36,Fall,Y,,,
1052,Feather-RM61,F6122,7,A,16,F6122_7_A_16,4/8/2022,10:15,37,Fall,Y,,,
1053,Feather-RM61,F6122,7,A,17,F6122_7_A_17,4/8/2022,10:15,32,Late Fall,Y,,,
1054,Feather-RM61,F6122,7,A,18,F6122_7_A_18,4/8/2022,10:15,40,Fall,Y,,,
1055,Feather-RM61,F6122,7,A,19,F6122_7_A_19,4/8/2022,10:15,39,Fall,Y,,,
1056,Feather-RM61,F6122,7,A,20,F6122_7_A_20,4/8/2022,10:15,49,Fall,Y,,,
1057,Feather-RM61,F6122,7,A,21,F6122_7_A_21,4/8/2022,10:15,42,Fall,Y,,,
1058,Feather-RM61,F6122,7,A,22,F6122_7_A_22,4/8/2022,10:15,45,Fall,Y,,,
1059,Feather-RM61,F6122,7,A,23,F6122_7_A_23,4/8/2022,10:15,45,Fall,Y,,,
1060,Feather-RM61,F6122,7,A,24,F6122_7_A_24,4/8/2022,10:15,50,Fall,Y,,,
1061,Feather-RM61,F6122,7,A,25,F6122_7_A_25,4/13/2022,14:00,44,Fall,Y,,,
1062,Feather-RM61,F6122,7,A,26,F6122_7_A_26,4/13/2022,14:00,43,Fall,Y,,,
1063,Feather-RM61,F6122,7,B,1,F6122_7_B_1,4/5/2022,13:48,67,Fall,Y,,,
1064,Feather-RM61,F6122,7,B,2,F6122_7_B_2,4/5/2022,13:48,64,Fall,Y,,,
1065,Feather-RM61,F6122,7,B,3,F6122_7_B_3,4/5/2022,13:48,57,Fall,Y,,,
1066,Feather-RM61,F6122,7,B,4,F6122_7_B_4,4/5/2022,13:48,68,Fall,Y,,,
1067,Feather-RM61,F6122,7,B,5,F6122_7_B_5,4/5/2022,13:48,54,Fall,Y,,,
1068,Feather-RM61,F6122,7,B,6,F6122_7_B_6,4/5/2022,13:48,57,Fall,Y,,,
1069,Feather-RM61,F6122,7,B,7,F6122_7_B_7,4/5/2022,13:48,53,Fall,Y,,,
1070,Feather-RM61,F6122,7,B,8,F6122_7_B_8,4/5/2022,13:48,65,Fall,Y,,,
1071,Feather-RM61,F6122,7,B,9,F6122_7_B_9,4/5/2022,13:48,68,Fall,Y,,,
1072,Feather-RM61,F6122,7,B,10,F6122_7_B_10,4/5/2022,13:48,69,Fall,Y,,,
1073,Feather-RM61,F6122,7,B,11,F6122_7_B_11,4/5/2022,13:48,61,Fall,Y,,,
1074,Feather-RM61,F6122,7,B,12,F6122_7_B_12,4/5/2022,13:48,63,Fall,Y,,,
1075,Feather-RM61,F6122,7,B,13,F6122_7_B_13,4/5/2022,13:48,67,Fall,Y,,,
1076,Feather-RM61,F6122,7,B,14,F6122_7_B_14,4/5/2022,11:00,62,Fall,Y,Mort,,
1077,Feather-RM61,F6122,7,B,15,F6122_7_B_15,4/5/2022,11:00,65,Fall,Y,Mort,,
1078,Feather-RM61,F6122,7,B,16,F6122_7_B_16,4/5/2022,11:00,63,Fall,Y,Mort,,
1079,Feather-RM61,F6122,7,B,17,F6122_7_B_17,4/6/2022,11:45,61,Fall,Y,,,
1080,Feather-RM61,F6122,7,B,18,F6122_7_B_18,4/6/2022,11:45,69,Fall,Y,,,
1081,Feather-RM61,F6122,7,B,19,F6122_7_B_19,4/6/2022,11:45,63,Fall,Y,,,
1082,Feather-RM61,F6122,7,B,20,F6122_7_B_20,4/6/2022,11:45,53,Fall,Y,,,
1083,Feather-RM61,F6122,7,B,21,F6122_7_B_21,4/6/2022,11:45,52,Fall,Y,,,
1084,Feather-RM61,F6122,7,B,22,F6122_7_B_22,4/6/2022,11:45,66,Fall,Y,,,
1085,Feather-RM61,F6122,7,B,23,F6122_7_B_23,4/6/2022,11:45,66,Fall,Y,,,
1086,Feather-RM61,F6122,7,B,24,F6122_7_B_24,4/6/2022,11:45,64,Fall,Y,,,
1087,Feather-RM61,F6122,7,B,25,F6122_7_B_25,4/6/2022,11:45,66,Fall,Y,,,
1088,Feather-RM61,F6122,7,B,26,F6122_7_B_26,4/6/2022,11:45,60,Fall,Y,,,
1089,Feather-RM61,F6122,7,B,27,F6122_7_B_27,4/6/2022,11:45,51,Fall,Y,,,
1090,Feather-RM61,F6122,7,B,28,F6122_7_B_28,4/6/2022,11:45,53,Fall,Y,,,
1091,Feather-RM61,F6122,7,B,29,F6122_7_B_29,4/6/2022,11:45,61,Fall,Y,,,
1092,Feather-RM61,F6122,7,B,30,F6122_7_B_30,4/6/2022,11:45,58,Fall,Y,,,
1093,Feather-RM61,F6122,7,B,31,F6122_7_B_31,4/6/2022,11:45,64,Fall,Y,,,
1094,Feather-RM61,F6122,7,B,32,F6122_7_B_32,4/6/2022,11:45,68,Fall,Y,,,
1095,Feather-RM61,F6122,7,B,33,F6122_7_B_33,4/6/2022,11:45,67,Fall,Y,,,
1096,Feather-RM61,F6122,7,B,34,F6122_7_B_34,4/6/2022,13:00,69,Fall,Y,,,
1097,Feather-RM61,F6122,7,B,35,F6122_7_B_35,4/6/2022,13:00,69,Fall,Y,,,
1098,Feather-RM61,F6122,7,B,36,F6122_7_B_36,4/6/2022,13:00,68,Fall,Y,,,
1099,Feather-RM61,F6122,7,B,37,F6122_7_B_37,4/6/2022,13:00,66,Fall,Y,,,
1100,Feather-RM61,F6122,7,B,38,F6122_7_B_38,4/6/2022,13:00,63,Fall,Y,,,
1101,Feather-RM61,F6122,7,B,39,F6122_7_B_39,4/6/2022,13:00,65,Fall,Y,,,
1102,Feather-RM61,F6122,7,B,40,F6122_7_B_40,4/6/2022,13:00,65,Fall,Y,,,
1103,Feather-RM61,F6122,7,B,41,F6122_7_B_41,4/6/2022,13:00,67,Fall,Y,,,
1104,Feather-RM61,F6122,7,B,42,F6122_7_B_42,4/6/2022,13:00,63,Fall,Y,,,
1105,Feather-RM61,F6122,7,B,43,F6122_7_B_43,4/6/2022,13:00,63,Fall,Y,,,
1106,Feather-RM61,F6122,7,B,44,F6122_7_B_44,4/6/2022,13:00,55,Fall,Y,,,
1107,Feather-RM61,F6122,7,B,45,F6122_7_B_45,4/6/2022,13:00,59,Fall,Y,,,
1108,Feather-RM61,F6122,7,B,46,F6122_7_B_46,4/6/2022,13:00,63,Fall,Y,,,
1109,Feather-RM61,F6122,7,B,47,F6122_7_B_47,4/6/2022,13:30,64,Fall,Y,,,
1110,Feather-RM61,F6122,7,B,48,F6122_7_B_48,4/6/2022,13:30,65,Fall,Y,,,
1111,Feather-RM61,F6122,7,B,49,F6122_7_B_49,4/6/2022,13:30,64,Fall,Y,Mort,,
1112,Feather-RM61,F6122,7,B,50,F6122_7_B_50,4/7/2022,10:15,51,Fall,Y,,,
1113,Feather-RM61,F6122,7,C,1,F6122_7_C_1,4/5/2022,n/r,76,Fall,Y,,,
1114,Feather-RM61,F6122,7,C,2,F6122_7_C_2,4/5/2022,n/r,73,Fall,Y,,,
1115,Feather-RM61,F6122,7,C,3,F6122_7_C_3,4/5/2022,n/r,72,Fall,Y,,,
1116,Feather-RM61,F6122,7,C,4,F6122_7_C_4,4/4/2022,n/r,85,Spring,Y,,,
1117,Feather-RM61,F6122,7,C,5,F6122_7_C_5,4/4/2022,n/r,76,Spring,Y,,,
1118,Feather-RM61,F6122,7,C,6,F6122_7_C_6,4/4/2022,n/r,77,Spring,Y,,,
1119,Feather-RM61,F6122,7,C,7,F6122_7_C_7,4/4/2022,n/r,83,Spring,Y,,,
1120,Feather-RM61,F6122,7,C,8,F6122_7_C_8,4/4/2022,n/r,74,Fall,Y,,,
1121,Feather-RM61,F6122,7,C,9,F6122_7_C_9,4/4/2022,n/r,75,Fall,Y,,,
1122,Feather-RM61,F6122,7,C,10,F6122_7_C_10,4/4/2022,n/r,72,Fall,Y,,,
1123,Feather-RM61,F6122,7,C,11,F6122_7_C_11,4/4/2022,n/r,82,Spring,Y,,,
1124,Feather-RM61,F6122,7,C,12,F6122_7_C_12,4/4/2022,n/r,86,Spring,Y,,,
1125,Feather-RM61,F6122,7,C,13,F6122_7_C_13,4/4/2022,n/r,82,Spring,Y,,,
1126,Feather-RM61,F6122,7,C,14,F6122_7_C_14,4/4/2022,n/r,77,Spring,Y,,,
1127,Feather-RM61,F6122,7,C,15,F6122_7_C_15,4/4/2022,n/r,73,Fall,Y,,,
1128,Feather-RM61,F6122,7,C,16,F6122_7_C_16,4/4/2022,n/r,80,Spring,Y,,,
1129,Feather-RM61,F6122,7,C,17,F6122_7_C_17,4/4/2022,n/r,80,Spring,Y,,,
1130,Feather-RM61,F6122,7,C,18,F6122_7_C_18,4/4/2022,n/r,83,Spring,Y,,,
1131,Feather-RM61,F6122,7,C,19,F6122_7_C_19,4/4/2022,n/r,79,Spring,Y,,,
1132,Feather-RM61,F6122,7,C,20,F6122_7_C_20,4/4/2022,n/r,78,Spring,Y,,,
1133,Feather-RM61,F6122,7,C,21,F6122_7_C_21,4/4/2022,n/r,79,Spring,Y,,,
1134,Feather-RM61,F6122,7,C,22,F6122_7_C_22,4/4/2022,n/r,73,Fall,Y,,,
1135,Feather-RM61,F6122,7,C,23,F6122_7_C_23,4/4/2022,n/r,71,Fall,Y,,,
1136,Feather-RM61,F6122,7,C,24,F6122_7_C_24,4/4/2022,n/r,71,Fall,Y,,,
1137,Feather-RM61,F6122,7,C,25,F6122_7_C_25,4/4/2022,n/r,73,Fall,Y,,,
1138,Feather-RM61,F6122,7,C,26,F6122_7_C_26,4/4/2022,n/r,77,Spring,Y,,,
1139,Feather-RM61,F6122,7,C,27,F6122_7_C_27,4/4/2022,n/r,84,Spring,Y,,,
1140,Feather-RM61,F6122,7,C,28,F6122_7_C_28,4/4/2022,n/r,80,Spring,Y,,,
1141,Feather-RM61,F6122,7,C,29,F6122_7_C_29,4/6/2022,11:02,89,Spring,Y,,,
1142,Feather-RM61,F6122,7,C,30,F6122_7_C_30,4/6/2022,11:02,88,Spring,Y,,,
1143,Feather-RM61,F6122,7,C,31,F6122_7_C_31,4/6/2022,11:02,80,Spring,Y,,,
1144,Feather-RM61,F6122,7,C,32,F6122_7_C_32,4/6/2022,11:02,77,Spring,Y,,,
1145,Feather-RM61,F6122,7,C,33,F6122_7_C_33,4/6/2022,11:02,78,Spring,Y,,,
1146,Feather-RM61,F6122,7,C,34,F6122_7_C_34,4/6/2022,11:02,84,Spring,Y,,,
1147,Feather-RM61,F6122,7,C,35,F6122_7_C_35,4/6/2022,11:02,79,Spring,Y,,,
1148,Feather-RM61,F6122,7,C,36,F6122_7_C_36,4/6/2022,11:02,83,Spring,Y,,,
1149,Feather-RM61,F6122,7,C,37,F6122_7_C_37,4/6/2022,11:02,88,Spring,Y,,,
1150,Feather-RM61,F6122,7,C,38,F6122_7_C_38,4/6/2022,11:02,77,Spring,Y,,,
1151,Feather-RM61,F6122,7,C,39,F6122_7_C_39,4/6/2022,11:02,88,Spring,Y,,,
1152,Feather-RM61,F6122,7,C,40,F6122_7_C_40,4/6/2022,11:02,79,Spring,Y,,,
1153,Feather-RM61,F6122,7,C,41,F6122_7_C_41,4/6/2022,11:02,78,Spring,Y,,,
1154,Feather-RM61,F6122,7,C,42,F6122_7_C_42,4/6/2022,11:02,88,Spring,Y,,,
1155,Feather-RM61,F6122,7,C,43,F6122_7_C_43,4/6/2022,11:02,73,Fall,Y,,,
1156,Feather-RM61,F6122,7,C,44,F6122_7_C_44,4/6/2022,11:02,73,Fall,Y,,,
1157,Feather-RM61,F6122,7,C,45,F6122_7_C_45,4/6/2022,11:02,75,Fall,Y,,,
1158,Feather-RM61,F6122,7,C,46,F6122_7_C_46,4/6/2022,11:02,75,Fall,Y,,,?
1159,Feather-RM61,F6122,7,C,47,F6122_7_C_47,4/6/2022,11:02,76,Fall,Y,,,
1160,Feather-RM61,F6122,7,C,48,F6122_7_C_48,4/6/2022,11:02,71,Fall,Y,,,
1161,Feather-RM61,F6122,7,C,49,F6122_7_C_49,4/6/2022,11:02,74,Fall,Y,,,
1162,Feather-RM61,F6122,7,C,50,F6122_7_C_50,4/6/2022,11:02,77,Spring,Y,,,
1163,Feather-RM61,F6122,7,D,1,F6122_7_D_1,4/6/2022,11:25,97,Spring,Y,,,
1164,Feather-RM61,F6122,7,D,2,F6122_7_D_2,4/6/2022,11:25,92,Spring,Y,,,
1165,Feather-RM61,F6122,7,D,3,F6122_7_D_3,4/7/2022,10:15,91,Spring,Y,,,
1166,Feather-RM61,F6122,7,D,4,F6122_7_D_4,4/7/2022,10:15,91,Spring,Y,,,
1167,Feather-RM61,F6122,7,D,5,F6122_7_D_5,4/8/2022,10:15,92,Spring,Y,,,
1168,Feather-RM61,F6122,8,A,1,F6122_8_A_1,4/22/2022,12:29,42,Fall,Y,,,
1169,Feather-RM61,F6122,8,A,2,F6122_8_A_2,4/19/2022,10:27,48,Fall,Y,,,
1170,Feather-RM61,F6122,8,A,3,F6122_8_A_3,4/19/2022,10:27,45,Fall,Y,,,
1171,Feather-RM61,F6122,8,A,4,F6122_8_A_4,4/19/2022,10:27,48,Fall,Y,,,
1172,Feather-RM61,F6122,8,A,5,F6122_8_A_5,4/19/2022,10:27,50,Fall,Y,,,
1173,Feather-RM61,F6122,8,A,6,F6122_8_A_6,4/19/2022,10:27,46,Fall,Y,,,
1174,Feather-RM61,F6122,8,A,7,F6122_8_A_7,4/19/2022,10:27,46,Fall,Y,,,
1175,Feather-RM61,F6122,8,A,8,F6122_8_A_8,4/19/2022,11:00,48,Fall,Y,,,
1176,Feather-RM61,F6122,8,A,9,F6122_8_A_9,4/20/2022,10:38,39,Fall,Y,,,
1177,Feather-RM61,F6122,8,A,10,F6122_8_A_10,4/20/2022,10:38,48,Fall,Y,,,
1178,Feather-RM61,F6122,8,A,11,F6122_8_A_11,4/20/2022,10:38,44,Fall,Y,,,
1179,Feather-RM61,F6122,8,A,12,F6122_8_A_12,4/20/2022,10:38,43,Fall,Y,,,
1180,Feather-RM61,F6122,8,A,13,F6122_8_A_13,4/20/2022,11:00,49,Fall,Y,,,
1181,Feather-RM61,F6122,8,A,14,F6122_8_A_14,4/22/2022,12:28,47,Fall,Y,,,
1182,Feather-RM61,F6122,8,A,15,F6122_8_A_15,4/26/2022,13:00,49,Fall,Y,,,
1183,Feather-RM61,F6122,8,B,1,F6122_8_B_1,4/20/2022,10:00,63,Fall,Y,,,
1184,Feather-RM61,F6122,8,B,2,F6122_8_B_2,4/20/2022,10:00,53,Fall,Y,,,
1185,Feather-RM61,F6122,8,B,3,F6122_8_B_3,4/20/2022,10:00,58,Fall,Y,,,
1186,Feather-RM61,F6122,8,B,4,F6122_8_B_4,4/20/2022,10:00,64,Fall,Y,,,
1187,Feather-RM61,F6122,8,B,5,F6122_8_B_5,4/20/2022,10:00,63,Fall,Y,,,
1188,Feather-RM61,F6122,8,B,6,F6122_8_B_6,4/20/2022,10:00,68,Fall,Y,,,
1189,Feather-RM61,F6122,8,B,7,F6122_8_B_7,4/20/2022,10:00,60,Fall,Y,,,
1190,Feather-RM61,F6122,8,B,8,F6122_8_B_8,4/20/2022,10:00,68,Fall,Y,,,
1191,Feather-RM61,F6122,8,B,9,F6122_8_B_9,4/20/2022,10:00,67,Fall,Y,,,
1192,Feather-RM61,F6122,8,B,10,F6122_8_B_10,4/20/2022,10:00,63,Fall,Y,,,
1193,Feather-RM61,F6122,8,B,11,F6122_8_B_11,4/20/2022,10:00,67,Fall,Y,,,
1194,Feather-RM61,F6122,8,B,12,F6122_8_B_12,4/20/2022,10:00,68,Fall,Y,,,
1195,Feather-RM61,F6122,8,B,13,F6122_8_B_13,4/20/2022,10:00,60,Fall,Y,,,
1196,Feather-RM61,F6122,8,B,14,F6122_8_B_14,4/20/2022,10:30,58,Fall,Y,,,
1197,Feather-RM61,F6122,8,B,15,F6122_8_B_15,4/20/2022,10:32,56,Fall,Y,,,
1198,Feather-RM61,F6122,8,B,16,F6122_8_B_16,4/20/2022,10:32,66,Fall,Y,,,
1199,Feather-RM61,F6122,8,B,17,F6122_8_B_17,4/20/2022,10:32,57,Fall,Y,,,
1200,Feather-RM61,F6122,8,B,18,F6122_8_B_18,4/20/2022,10:32,67,Fall,Y,,,
1201,Feather-RM61,F6122,8,B,19,F6122_8_B_19,4/20/2022,10:32,64,Fall,Y,,,
1202,Feather-RM61,F6122,8,B,20,F6122_8_B_20,4/20/2022,10:32,66,Fall,Y,,,
1203,Feather-RM61,F6122,8,B,21,F6122_8_B_21,4/20/2022,10:32,68,Fall,Y,,,
1204,Feather-RM61,F6122,8,B,22,F6122_8_B_22,4/20/2022,10:32,69,Fall,Y,,,
1205,Feather-RM61,F6122,8,B,23,F6122_8_B_23,4/20/2022,10:32,68,Fall,Y,,,
1206,Feather-RM61,F6122,8,B,24,F6122_8_B_24,4/20/2022,10:32,69,Fall,Y,,,
1207,Feather-RM61,F6122,8,B,25,F6122_8_B_25,4/20/2022,10:32,68,Fall,Y,,,
1208,Feather-RM61,F6122,8,B,26,F6122_8_B_26,4/20/2022,10:32,62,Fall,Y,,,
1209,Feather-RM61,F6122,8,B,27,F6122_8_B_27,4/20/2022,10:32,52,Fall,Y,,,
1210,Feather-RM61,F6122,8,B,28,F6122_8_B_28,4/20/2022,10:32,68,Fall,Y,,,
1211,Feather-RM61,F6122,8,B,29,F6122_8_B_29,4/20/2022,10:32,64,Fall,Y,,,
1212,Feather-RM61,F6122,8,B,30,F6122_8_B_30,4/20/2022,10:32,63,Fall,Y,,,
1213,Feather-RM61,F6122,8,B,31,F6122_8_B_31,4/20/2022,10:32,54,Fall,Y,,,
1214,Feather-RM61,F6122,8,B,32,F6122_8_B_32,4/20/2022,10:32,64,Fall,Y,,,
1215,Feather-RM61,F6122,8,B,33,F6122_8_B_33,4/20/2022,10:32,51,Fall,Y,,,
1216,Feather-RM61,F6122,8,B,34,F6122_8_B_34,4/20/2022,10:32,70,Fall,Y,,,
1217,Feather-RM61,F6122,8,B,35,F6122_8_B_35,4/20/2022,10:32,62,Fall,Y,,,
1218,Feather-RM61,F6122,8,B,36,F6122_8_B_36,4/20/2022,10:32,64,Fall,Y,,,
1219,Feather-RM61,F6122,8,B,37,F6122_8_B_37,4/20/2022,10:32,69,Fall,Y,,,
1220,Feather-RM61,F6122,8,B,38,F6122_8_B_38,4/20/2022,10:32,66,Fall,Y,,,
1221,Feather-RM61,F6122,8,B,39,F6122_8_B_39,4/20/2022,10:32,65,Fall,Y,,,
1222,Feather-RM61,F6122,8,B,40,F6122_8_B_40,4/20/2022,11:00,67,Fall,Y,,,
1223,Feather-RM61,F6122,8,B,41,F6122_8_B_41,4/21/2022,10:30,60,Fall,Y,,,
1224,Feather-RM61,F6122,8,B,42,F6122_8_B_42,4/21/2022,10:30,56,Fall,Y,,,
1225,Feather-RM61,F6122,8,B,43,F6122_8_B_43,4/21/2022,10:30,64,Fall,Y,,,
1226,Feather-RM61,F6122,8,B,44,F6122_8_B_44,4/21/2022,10:30,68,Fall,Y,,,
1227,Feather-RM61,F6122,8,B,45,F6122_8_B_45,4/21/2022,10:30,67,Fall,Y,,,
1228,Feather-RM61,F6122,8,B,46,F6122_8_B_46,4/21/2022,10:45,65,Fall,Y,,,
1229,Feather-RM61,F6122,8,B,47,F6122_8_B_47,4/21/2022,n/r,69,Fall,Y,,,
1230,Feather-RM61,F6122,8,B,48,F6122_8_B_48,4/21/2022,11:00,69,CHNF,Y,,,
1231,Feather-RM61,F6122,8,B,49,F6122_8_B_49,4/22/2022,n/r,52,CHNF,Y,,,
1232,Feather-RM61,F6122,8,B,50,F6122_8_B_50,4/22/2022,n/r,60,CHNS,Y,,,
1233,Feather-RM61,F6122,8,C,1,F6122_8_C_1,4/18/2022,13:00,89,CHNS,Y,,,
1234,Feather-RM61,F6122,8,C,2,F6122_8_C_2,4/18/2022,13:00,84,CHNS,Y,,,
1235,Feather-RM61,F6122,8,C,3,F6122_8_C_3,4/18/2022,13:00,89,CHNS,Y,,,
1236,Feather-RM61,F6122,8,C,4,F6122_8_C_4,4/18/2022,13:00,87,CHNS,Y,,,
1237,Feather-RM61,F6122,8,C,5,F6122_8_C_5,4/18/2022,13:30,87,Fall,Y,,,
1238,Feather-RM61,F6122,8,C,6,F6122_8_C_6,4/20/2022,10:30,82,Fall,Y,,,
1239,Feather-RM61,F6122,8,C,7,F6122_8_C_7,4/20/2022,10:30,74,Fall,Y,,,
1240,Feather-RM61,F6122,8,C,8,F6122_8_C_8,4/20/2022,10:30,81,Fall,Y,,,
1241,Feather-RM61,F6122,8,C,9,F6122_8_C_9,4/20/2022,10:30,76,Fall,Y,,,
1242,Feather-RM61,F6122,8,C,10,F6122_8_C_10,4/20/2022,10:30,80,Fall,Y,,,
1243,Feather-RM61,F6122,8,C,11,F6122_8_C_11,4/20/2022,10:30,76,CHNS,Y,,,
1244,Feather-RM61,F6122,8,C,12,F6122_8_C_12,4/20/2022,10:30,89,Fall,Y,,,
1245,Feather-RM61,F6122,8,C,13,F6122_8_C_13,4/20/2022,10:30,77,CHNS,Y,,,
1246,Feather-RM61,F6122,8,C,14,F6122_8_C_14,4/20/2022,10:30,86,CHNS,Y,,,
1247,Feather-RM61,F6122,8,C,15,F6122_8_C_15,4/20/2022,10:30,88,CHNS,Y,,,
1248,Feather-RM61,F6122,8,C,16,F6122_8_C_16,4/20/2022,10:30,88,Fall,Y,,,
1249,Feather-RM61,F6122,8,C,17,F6122_8_C_17,4/20/2022,10:30,74,Fall,Y,,,
1250,Feather-RM61,F6122,8,C,18,F6122_8_C_18,4/20/2022,10:30,71,Fall,Y,,,
1251,Feather-RM61,F6122,8,C,19,F6122_8_C_19,4/20/2022,10:30,79,Fall,Y,,,
1252,Feather-RM61,F6122,8,C,20,F6122_8_C_20,4/20/2022,10:30,76,Fall,Y,,,
1253,Feather-RM61,F6122,8,C,21,F6122_8_C_21,4/20/2022,10:30,78,Fall,Y,,,
1254,Feather-RM61,F6122,8,C,22,F6122_8_C_22,4/20/2022,10:30,76,Fall,Y,,,
1255,Feather-RM61,F6122,8,C,23,F6122_8_C_23,4/20/2022,10:30,82,Fall,Y,,,
1256,Feather-RM61,F6122,8,C,24,F6122_8_C_24,4/20/2022,10:30,78,Fall,Y,,,
1257,Feather-RM61,F6122,8,C,25,F6122_8_C_25,4/20/2022,10:30,73,Fall,Y,,,
1258,Feather-RM61,F6122,8,C,26,F6122_8_C_26,4/20/2022,10:30,83,Fall,Y,,,
1259,Feather-RM61,F6122,8,C,27,F6122_8_C_27,4/20/2022,10:30,81,Fall,Y,,,
1260,Feather-RM61,F6122,8,C,28,F6122_8_C_28,4/20/2022,11:00,81,Fall,Y,,,
1261,Feather-RM61,F6122,8,C,29,F6122_8_C_29,4/20/2022,11:02,86,CHNS,Y,,,
1262,Feather-RM61,F6122,8,C,30,F6122_8_C_30,4/20/2022,11:02,76,Fall,Y,,,
1263,Feather-RM61,F6122,8,C,31,F6122_8_C_31,4/20/2022,11:02,71,Fall,Y,,,
1264,Feather-RM61,F6122,8,C,32,F6122_8_C_32,4/20/2022,11:02,85,CHNS,Y,,,
1265,Feather-RM61,F6122,8,C,33,F6122_8_C_33,4/20/2022,11:02,79,Fall,Y,,,
1266,Feather-RM61,F6122,8,C,34,F6122_8_C_34,4/20/2022,11:02,76,Fall,Y,,,
1267,Feather-RM61,F6122,8,C,35,F6122_8_C_35,4/20/2022,11:02,78,Fall,Y,,,
1268,Feather-RM61,F6122,8,C,36,F6122_8_C_36,4/20/2022,11:02,76,Fall,Y,,,
1269,Feather-RM61,F6122,8,C,37,F6122_8_C_37,4/20/2022,11:02,77,Fall,Y,,,
1270,Feather-RM61,F6122,8,C,38,F6122_8_C_38,4/20/2022,11:02,86,CHNS,Y,,,
1271,Feather-RM61,F6122,8,C,39,F6122_8_C_39,4/20/2022,11:02,73,Fall,Y,,,
1272,Feather-RM61,F6122,8,C,40,F6122_8_C_40,4/20/2022,11:02,84,Fall,Y,,,
1273,Feather-RM61,F6122,8,C,41,F6122_8_C_41,4/20/2022,11:02,85,CNHS,Y,,,
1274,Feather-RM61,F6122,8,C,42,F6122_8_C_42,4/20/2022,11:02,74,Fall,Y,,,
1275,Feather-RM61,F6122,8,C,43,F6122_8_C_43,4/20/2022,11:02,82,Fall,Y,,,
1276,Feather-RM61,F6122,8,C,44,F6122_8_C_44,4/20/2022,11:02,74,Fall,Y,,,
1277,Feather-RM61,F6122,8,C,45,F6122_8_C_45,4/20/2022,11:30,79,Fall,Y,,,
1278,Feather-RM61,F6122,8,C,46,F6122_8_C_46,4/21/2022,11:30,89,CHNS,Y,,,
1279,Feather-RM61,F6122,8,C,47,F6122_8_C_47,4/21/2022,11:30,84,Fall,Y,,,
1280,Feather-RM61,F6122,8,C,48,F6122_8_C_48,4/21/2022,11:30,80,Fall,Y,,,
1281,Feather-RM61,F6122,8,C,49,F6122_8_C_49,4/21/2022,11:30,79,Fall,Y,,,
1282,Feather-RM61,F6122,8,C,50,F6122_8_C_50,4/21/2022,11:30,77,Fall,Y,,,
1283,Feather-RM61,F6122,8,D,1,F6122_8_D_1,4/18/2022,13:00,97,CHNS,Y,,,
1284,Feather-RM61,F6122,8,D,2,F6122_8_D_2,4/18/2022,13:00,93,CHNS,Y,,,
1285,Feather-RM61,F6122,8,D,3,F6122_8_D_3,4/18/2022,13:00,91,CHNS,Y,,,
1286,Feather-RM61,F6122,8,D,4,F6122_8_D_4,4/18/2022,13:00,93,CHNS,Y,,,
1287,Feather-RM61,F6122,8,D,5,F6122_8_D_5,4/18/2022,13:30,91,CHNS,Y,,,
1288,Feather-RM61,F6122,8,D,6,F6122_8_D_6,4/20/2022,11:32,90,CHNS,Y,,,
1289,Feather-RM61,F6122,8,D,7,F6122_8_D_7,4/20/2022,11:34,90,CHNS,Y,,,
1290,Feather-RM61,F6122,8,D,8,F6122_8_D_8,4/21/2022,11:13,98,CHNS,Y,,,
1291,Feather-RM61,F6122,8,D,9,F6122_8_D_9,4/22/2022,11:13,96,CHNS,Y,,,
1292,Feather-RM61,F6122,8,D,10,F6122_8_D_10,4/22/2022,11:13,103,CHNS,Y,,,
1293,Feather-RM61,F6122,8,D,11,F6122_8_D_11,4/26/2022,13:00,90,Spring,Y,,,
1294,Feather-RM61,F6122,8,D,12,F6122_8_D_12,4/26/2022,13:00,90,Spring,Y,,,
